time,mu_hour
2021-07-22 18:00:00,1445.010969140615
2021-07-22 19:00:00,1614.1799933002494
2021-07-22 20:00:00,2134.213668679461
2021-07-22 21:00:00,1835.7142719908436
2021-07-22 22:00:00,1733.420853527753
2021-07-22 23:00:00,1910.0308773871861
2021-07-23 00:00:00,1461.4275806443102
2021-07-23 01:00:00,2446.248121237507
2021-07-23 02:00:00,2605.295713682083
2021-07-23 03:00:00,705.524700666351
2021-07-23 04:00:00,3288.055423796683
2021-07-23 05:00:00,2265.381469216575
2021-07-23 06:00:00,344.230002738286
2021-07-23 07:00:00,805.3213460779882
2021-07-23 08:00:00,2.6151654377263336
